Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
6595,4.0,0.2705,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",자산 화폐 비트코인 가상자산 암호화폐 디지털 무형 회계 분류 기준
6596,26.0,0.6604,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",입력 정형 데이터 엑스 시 퀀트 계약서 값 자연어 추출
6597,1.0,0.7853,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",인터넷 중국 허가 영업 인민은행 면담 앤트 웨 디디 둥
6598,1.0,0.5813,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 핀테크 대출 텐센트 조치 탄 앤트 계열사 확충 면담
6599,1.0,0.647,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 인터넷 텐센트 마윈 인수 알리바바 반독점 총국 앤트 합병
6600,19.0,0.4624,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",마이데이터 은행 신용 데이터 신청 예정 맞춤 자산 카드 허가
6601,4.0,0.6226,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 넥슨 모의실험 오전 디지털 시 매입 화폐 소식 기준
6602,30.0,0.482,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",대비 감소 자산 영업 유동 부채 온라인 사 추월 비중
6603,18.0,0.57,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",화폐 한국은행 실험 비트코인 가상화폐 발행 가상자산 중앙은행 모의 한은
6604,18.0,0.7657,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",화폐 한은 모의실험 국장 발행 예정 스테이블 가상 가상화폐 가상자산
6605,19.0,0.3277,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",핀테크 핀 권 은행 라이선스 카드 연간 텔레콤 흑자 권영탁
6606,30.0,0.3756,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",밴사 영업 감소 머니 수수료 쇼핑 부채 유동 단말기 대행
6607,8.0,0.4191,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",사 카드 금감원 대비 온라인 영업 쇼핑 오프라인 감소 가맹점
6608,18.0,0.8457,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",중앙은행 발행 디지털 계획 화폐 지급결제 시범 중국 은행 위안
6609,8.0,0.6763,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",일평균 코로나19 용액 계좌 발행 수표 감소 이체 권 건수
6610,18.0,0.4765,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",지급결제 증권 통화 디지털 스테이블 소액결제 한국은행 화폐 코인 원화
6611,8.0,0.4434,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",순 외환 청약 체한 일평균 소진 은행 증권 대비 데일리안
6612,11.0,0.3572,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",증권 잔액 재정 상환 한국은행 한은 코로나19 금융중개지원대출 대출 발행액
6613,8.0,0.6054,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",금액 건수 모바일 감소 대비 카드 기기 일평균 기인 코로나19
6614,18.0,0.7251,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 화폐 중앙은행 한은 신원 스마트폰 분산 증명 표준 실험
6615,8.0,0.4492,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",대비 영업 가맹점 감소 사 집계 코로나19 건수 금감원 금융감독원
6616,4.0,0.4179,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 코인 화폐 스테이블 비트코인 자금세탁 가상화폐 한은 위험 글로벌
6617,18.0,0.4301,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",가상화폐 발행 화폐 거래소 가상자산 중앙은행 코인 디지털 비트코인 스테이블
6618,18.0,0.6739,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",발행 중앙은행 화폐 비트코인 한은 가상 디지털 블록체인 모의실험 실험
6619,10.0,0.5787,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",밴사 카드사 수수료 대비 영업 감소 순이익 기준 실적 최악
6620,10.0,0.3933,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드사 카드 실적 감소 순이익 수수료 분기 신문 영업 개최
6621,26.0,0.7632,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",입력 정형 파생 계약서 데이터 장외 추출 값 오류 수작업
6622,18.0,0.6534,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",화폐 발행 한은 비트코인 디지털 실험 팀장 가상자산 지급결제 중앙은행
6623,31.0,0.2768,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",가상화폐 매매 주식 코인 증권사 임직원 직원 당부 여의도 세대
6624,23.0,0.2268,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",가상화폐 청년 톱 부자 도박판 황 서민 교익 중앙은행 디지털
6625,28.0,0.2676,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",가상화폐 벤 모 비트코인 플랫폼 네이버 머니 페이팔 현지 보유자
6626,24.0,0.4102,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",교수 선고 표창장 총장 동양 위조 주장 공개 항소심 측
6627,18.0,0.35,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디엠 코인 스테이블 발행 페이스북 소시 달러화 션 리브 스위스
6628,27.0,0.3137,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 카드사 현대 핀테크 출시 국민카드 협업 계획 신한 종합지급결제업
6629,25.0,0.3406,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",네이버 쿠팡 온라인 쇼핑 유통 카드 점유 대비 상장 거래액
6630,4.0,0.4129,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 글로벌 명품 테스트 구찌 발행 중앙은행 시가총액 돌파 계획
6631,28.0,0.3021,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",하우스 클럽 앱 송금 제작자 크리에이터 저커버그 뒤 페이스북 음성
6632,27.0,0.7668,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 포인트 네이버 페이 카카오페이 토스 출시 코 적립 이름
6633,4.0,0.5135,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 단체 비트코인 입법 협의회 옹호 코인 스퀘어 이정훈 피델리티
6634,18.0,0.3357,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 위안 중국 앵커 통화 화폐 주도 상용 글로벌 통제
6635,4.0,0.6014,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 페이스북 월렛 노비 그라츠 노보 자산 매도 국채 디지털
6636,10.0,0.7675,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카드 가맹점 카드사 실제 신문 대출 한계 갈등 본업
6637,4.0,0.3811,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 중국 틸 피터 통화 위협 달러화 페이팔 위안 주장
6638,19.0,0.525,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",디지털 카드 우리카드 혁신 증대 경영 머니 종합 부서 모집
6639,19.0,0.38,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",핀테크 오픈 금융결제원 협의회 모색 예술 혁신 손 예정 모두
6640,13.0,0.4254,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",공모 주간 설립 맥주 센서 소재 모듈 쿠콘 주식 스마트
6641,16.0,0.3647,"송금, 환전, 계좌, 대금, 수수료, 금액, 외환, 소액, 충전, 외화",송금 증권 증권사 진출 데일리안 개국 수수료 수요 투증 개미
6642,27.0,0.6291,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 현대 출시 신한 카드사 메리어 트 데이터 머니 멤
6643,24.0,0.3753,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",노조 추천 법안 은행 원장 출신 금융위 이사 행시 전금법
6644,6.0,0.3133,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",수수료 은행 마이데이터 카드사 금융사 마이페이먼트 혁신 오픈뱅킹 지급결제 핀테크
6645,4.0,0.8148,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상자산 피델리티 투자가 금 변동 제프리스 채택 모건 멜론
6646,33.0,0.309,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",매출 수수료 네이버 네이버파이낸셜 페이 대비 플랫폼 카카오페이 빅테크 토스
6647,27.0,0.4747,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",페이 플랫폼 카드 스마트폰 디지털 중단 매각 은행 글로벌 데일리
6648,19.0,0.3962,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",대출 모바일 은행 디지털 큐 데이터 신용 조회 한도 환전
6649,2.0,0.2839,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",매출 상권 매장 앱 홍보 마케팅 스마트 회원 무료 업종
6650,4.0,0.4022,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상화폐 비트코인 페이팔 모 벤 코인 지급결제 방송 플랫폼 디지털
6651,29.0,0.3329,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",전금법 핀테크 후불결제 빅테크 국회 중소 금융위 한은 통과 예정
6652,6.0,0.4284,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",핀테크 전자금융거래법 유니콘 회원 시행 협회 법 마이페이먼트 사 스타트업
6653,24.0,0.4278,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",구글 수수료 개정안 민주당 인하 애플 인앱 법안 본질 불공정
6654,4.0,0.8154,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상자산 삭스 골드만 자산 페이팔 자산관리 펀드 스탠리 모건
6655,4.0,0.6398,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 비트 거래소 썸 빗 오전 시 최고가 삭스 골드만
6656,4.0,0.8841,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상자산 노보 그라츠 시 월가 금 보그 갤럭시 시가총액
6657,29.0,0.5744,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",전자지급거래청산업 핀테크 지급결제 금융결제원 왕 금융위 중국 전금법 전문 빅테크
6658,4.0,0.6735,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상화폐 조선 거래소 모건 시 삭스 스탠리 역대 암호화폐
6659,4.0,0.6395,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상화폐 비트코인 가량 이날 변동 일보 최고가 골드만 글로벌 최소한
6660,23.0,0.5904,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",거래소 가상화폐 비트코인 은행 법 금융당국 특금법 실명 이날 실명계좌
6661,18.0,0.4777,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 중국 전경련 발행 중앙은행 위안 화폐 상용 역외 대비
6662,18.0,0.4607,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",중국 디지털 중앙은행 화폐 역외 위안 발행 인근 글로벌 무역
6663,18.0,0.3311,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",달러화 자산 비트코인 통화 화폐 기축 차지 디지털 무역 글로벌
6664,4.0,0.7907,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상자산 인도 페이팔 최고 암호화폐 삭스 골드만 금지 선물
6665,23.0,0.5551,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",거래소 비트코인 암호화폐 은행 법 실명 계좌 특금법 수수료 비트
6666,4.0,0.8109,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 시 네트워크 코인 비트코인 상승 비자 최고가 경신 강세
6667,4.0,0.6319,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 거래소 가상자산 가상화폐 비트 페이팔 지난달 비즈 출시 조선
6668,29.0,0.811,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",빅테크 전자금융거래법 개정안 청산 내부 외부 금융위 통과 금융결제원 침해
6669,19.0,0.3008,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",쿠콘 데이터 핀테크 은행 카드 내역 계좌 법인 주식 공모
6670,31.0,0.3697,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",중앙은행 은행 금리 자유 화폐 예금 디지털 인류 상업 발행
6671,29.0,0.4061,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",전금법 법안 금융위 국회 한은 예정 회기 개정안 기약 아시아
6672,27.0,0.4542,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 트 메리어 현대 신한 호텔 카드사 신용 스타벅스 민족
6673,6.0,0.4364,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",네이버 후불결제 페이 핀테크 심사 한도 연체 머니 본격 카드사
6674,4.0,0.7934,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상자산 자산 조정 최고 블랙 운용 록 장기 준비
6675,6.0,0.5616,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",후불결제 네이버 페이 이력 신용 네이버파이낸셜 심사 시범 시 지급결제
6676,29.0,0.4574,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",정무 통과 전금법 개정안 위원회 사태 법안 이해충돌 금융위 이달
6677,12.0,0.3513,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",보험 온라인 타이캉 플랫폼 손해 중국 모바일 설립 빅테크 점유
6678,6.0,0.4719,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",후불결제 카드 네이버 페이 수수료 빅테크 카드사 신용 한도 가맹점
6679,24.0,0.3611,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",대통령 재벌 개혁 경향신문 벤처 문 쇄신 문재인 차관 자리
6680,12.0,0.3264,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",은행 예금 돈 선생 대출 주식 금리 수표 보험 발행
6681,29.0,0.6568,"개정안, 한은, 금융위, 전금법, 청산, 빅테크, 금융결제원, 위원회, 위원장, 한국은행",전금법 국회 개정안 핀테크 정무 위원회 금융위 법안 외부 한은
6682,18.0,0.4473,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",중앙은행 디지털 소매 도매 통신 프로젝트 중국 소액 화폐 금지
6683,23.0,0.3684,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",암호화폐 법 코인 거래소 특금법 블록체인 방침 국무 법무부 부처
6684,24.0,0.2929,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",은행 금융사 카드 법 금융지주 카드사 출연 발행 서민 개정안
6685,7.0,0.2301,"암호화폐, 코인, 블록체인, 거래소, 토큰, 화폐, 발행, 프로젝트, 썸, 빗",가상자산 증권 거래소 코인 토큰 자산 성격 법 심사 비트코인
6686,18.0,0.491,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",은행 중앙은행 통화 디지털 암호화폐 지원금 팬데 중국 믹 위험
6687,9.0,0.3912,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",타이어 오일 차량 유래 주유 마케팅 금호 머니 주차 셀프
6688,9.0,0.4355,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",타이어 주유 차량 마케팅 금호 셀프 주차 모바일 예약 조세일보
6689,27.0,0.2316,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",코드 소닉 신문 전송 데이터 스피커 마이크 근거리 젝 사용자
6690,18.0,0.4762,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",중앙은행 은행 통화 디지털 암호화폐 지원금 기축 전자지갑 중국 미스트
6691,5.0,0.2179,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",등록 배달 전자지급결제대행 노하우 인포 대행업 온라인 업종 학원 대출
6692,27.0,0.5525,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",롯데카드 핀테크 출시 카드사 카드 코 페이 머니 전용 데이터
6693,26.0,0.7806,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",입력 파생 정형 퀀트 데이터 계약서 엑스 장외 시 추출
6694,18.0,0.2095,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",은행 금 화폐 가문 로스차일드 환전상 모간 발행 중앙은행 상업
6695,12.0,0.2747,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",혁신 대출 카카오페이 수수료 신용 카카오뱅크 은행 카카오 금융당국 금리
6696,4.0,0.4422,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",암호화폐 비트코인 코인 페이팔 양상 글로벌 승장 메디 거래소 급락
6697,19.0,0.5088,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",데이터 쿠콘 아이 공모 글로벌 코스닥 상장 매출 수수료 매출액
6698,4.0,0.3459,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상화폐 비트코인 거래소 영업 빗 썸 코빗 나무 일간스포츠 흑자
6699,24.0,0.5744,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",정무 법 이해충돌 방지법 개정안 국회 법안 위원회 입법 공직자
6700,21.0,0.3868,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",상담 토스 전문 엑스 채용 계열사 설립 비바리퍼블리카 스터 히어로
6701,4.0,0.2913,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 비트코인 디지털 자산 해시드 암호화폐 조선 법 글로벌 금
6702,4.0,0.8983,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 전문가 버블 자산 설문 관심 테크 운용 오브 뱅크
6703,20.0,0.2882,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",교수 은행 진흥 주장 학회 주최 윤창현 이용우 완화 대출
6704,4.0,0.7001,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 가상통화 코인 베이스 자산 거래소 상장 경향신문 진입 개당
6705,21.0,0.7615,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 직원 아이 센터 손님 방문 권 당부 케어 신임
6706,21.0,0.4741,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 권 회복 이사 분기 디지털 신임 권길주 신사업 점유
6707,21.0,0.8441,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 직원 센터 권사장 권길주 손님 케어 강조 방문 역량
6708,6.0,0.5945,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",후불결제 네이버 파일러 페이 씬 이력 네이버파이낸셜 신용 심사 한도
6709,21.0,0.7678,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 직원 손님 권 취임식 권길주 트 센터 방문 신임
6710,21.0,0.7258,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 직원 권 신임 손님 센터 방문 취임 비즈 최고
6711,33.0,0.2974,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",카카오페이 수수료 카카오 빅테크 혁신 금융당국 카드사 광고 카카오톡 체크카드
6712,33.0,0.3443,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",카드 출원 상표 은행 진출 페이 신한 금융지주 헤럴드 코리아
6713,6.0,0.5456,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",후불결제 네이버 페이 이력 네이버파이낸셜 신용 시범 심사 머니 파일러
6714,21.0,0.4991,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",직원 카드 지급결제 권 빅테크 워치 근간 센터 신임 취임
6715,10.0,0.6913,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 가맹점 카드 카드사 산정 빅테크 부담 적격 배달 인하
6716,4.0,0.3832,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 중국 협회 금지 화폐 경고 투기 중개 인민은행 행위
6717,4.0,0.6911,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",암호화폐 협회 중국 비트코인 경고 성명 가상자산 붕괴 인정 만선
6718,19.0,0.3185,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",플랫폼 은행 빅테크 사 핀테크 네이버 디지털 보험 카드 증권
6719,18.0,0.69,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",발행 한은 중앙은행 블록체인 모의실험 디지털 화폐 통화 은행 준비
6720,20.0,0.4086,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",암호화폐 회장 토크 쇼 포럼 이사 김근영 코인 파트너 패널
6721,4.0,0.4199,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",중국 비트코인 채굴 암호화폐 협회 버블 유출 돈 부동산 부총리
6722,4.0,0.2253,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",변호사 보증 중국 협회 주택 소송 소아암 환자 변협 톡
6723,4.0,0.7844,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 암호화폐 하락 공포 코인 최고 탐욕 우드 지수 앤
6724,4.0,0.6906,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 머스크 테슬라 코인 암호화폐 하락 손 중국 낙폭 급락
6725,9.0,0.3993,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",군 장병 세븐일레븐 포털 모바일 텍 회원 인포 렉스 현역
6726,1.0,0.2715,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",암호화폐 협회 중국 나무 전날 한화투자증권 급락 시 하락 김태현
6727,4.0,0.541,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상화폐 폭락 비트코인 중국 머스크 불법 협회 테슬라 한때 비트
6728,4.0,0.5534,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",암호화폐 비트코인 중국 협회 투기 버블 금융당국 머스크 거품 악재
6729,4.0,0.5602,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",암호화폐 가상자산 디지털 중국 협회 재무 재무부 부 연준 재닛
6730,13.0,0.3298,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",증권 커리지 브로 핀테크 온라인 연구원 증권사 무료 친환경 융합
6731,7.0,0.3417,"암호화폐, 코인, 블록체인, 거래소, 토큰, 화폐, 발행, 프로젝트, 썸, 빗",피자 비트코인 데이 이벤트 빗 비트 썸 인원 코 암호화폐
6732,4.0,0.6496,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",암호화폐 중국 비트코인 전날 금지 협회 사이트 밀러 코인 발행
6733,4.0,0.3698,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상자산 세금 의무 과세 재무부 지급결제 거래소 부 신고 재무
6734,4.0,0.8178,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",코인 머스크 비트코인 도지 가상화폐 트윗 피자 동아일보 비판 데이
6735,4.0,0.3944,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",가상화폐 중국 비트코인 협회 코인 경고 시 투기 성명 금지
6736,20.0,0.3119,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",국회 암호화폐 화폐 포럼 위원장 통화 입법 가상자산 윤 디지털
